h,fullname,last_obs_jd,last_obs,ts_max,ps_max,n_imp,ps_cum,des,v_inf,diameter,range,id,ip
29.12,(2020 TS1),2459135.5,2020-10-13,0,-7.89,4,-7.79,2020 TS1,3.55358961715221,0.0051,2117-2121,bK20T01S,5.0699e-06
27.75,(2020 WF5),2459192.5,2020-12-09,0,-7.06,34,-6.34,2020 WF5,8.61591692678955,0.00952,2082-2120,bK20W05F,1.6928538e-05
29.64,(2020 YM1),2459204.5,2020-12-21,0,-7.13,34,-6.75,2020 YM1,3.00867909461845,0.004,2091-2121,bK20Y01M,8.006039e-05
26.45,(2019 KL),2458628.5,2019-05-25,0,-6.56,10,-6.31,2019 KL,14.2072528643877,0.017,2047-2085,bK19K00L,1.1503593e-06
28.09,(2018 XQ2),2458490.5,2019-01-07,0,-5.48,144,-5.06,2018 XQ2,3.80315759589854,0.00817,2065-2122,bK18X02Q,0.000637221907
32.34,(2019 AS5),2458494.5,2019-01-11,0,-10.77,2,-10.56,2019 AS5,10.1879887955182,0.0012,2094-2121,bK19A05S,1.785e-07
27.63,(2020 GO1),2458944.5,2020-04-05,0,-6.00,93,-5.51,2020 GO1,6.84678524401572,0.01,2064-2122,bK20G01O,0.0001196741883
28.77,(2020 HE7),2458968.5,2020-04-29,0,-9.10,2,-9.10,2020 HE7,3.12006094203507,0.006,2115-2122,bK20H07E,1.607265e-07
28.38,(2019 SU1),2458752.5,2019-09-26,0,-9.23,2,-9.20,2019 SU1,5.07942461967578,0.00711,2106-2119,bK19S01U,7.8157e-08
30.05,(2019 SU2),2458752.5,2019-09-26,0,-9.34,4,-9.20,2019 SU2,11.1027044052515,0.0033,2088-2099,bK19S02U,2.5288e-07
27.58,(2018 DB),2458168.5,2018-02-19,0,-7.29,8,-7.18,2018 DB,16.1024635588288,0.01,2068-2119,bK18D00B,1.474294e-06
26.42,(2021 NL8),2459409.5,2021-07-14,0,-6.30,21,-6.00,2021 NL8,9.90101925245625,0.0179,2073-2120,bK21N08L,7.888448e-06
32.04,(2021 VM96),2459527.5,2021-11-09,0,-9.25,2,-9.03,2021 VM96,15.9791662383645,0.0013,2067-2091,bK21V96M,1.7511e-06
26.34,(2024 BZ15),2460329.5,2024-01-20,0,-5.62,29,-5.52,2024 BZ15,11.3132566257843,0.0181,2031-2121,bK24B15Z,4.1536894e-06
26.58,(2022 XO1),2459937.5,2022-12-24,0,-5.56,16,-5.50,2022 XO1,8.94351879638857,0.016,2093-2122,bK22X01O,3.4014034e-05
28.97,(2017 FS),2457830.5,2017-03-18,0,-8.72,2,-8.70,2017 FS,19.7053978090074,0.0054,2119-2119,bK17F00S,1.8074e-07
27.79,(2019 WF24),2458813.5,2019-11-26,0,-7.26,19,-7.02,2019 WF24,17.2643647681155,0.00939,2061-2117,bK19W24F,1.3876476e-06
26.52,(2012 YR1),2456304.5,2013-01-12,0,-8.28,2,-8.16,2012 YR1,7.77551304911655,0.017,2078-2116,bK12Y01R,6.169e-08
24.52,(2010 JH80),2455335.5,2010-05-19,0,-7.48,1,-7.48,2010 JH80,26.90,0.042,2082-2082,bK10J80H,8.843e-09
26.20,(2012 TU231),2456238.5,2012-11-07,0,-7.23,4,-7.01,2012 TU231,9.96951330476644,0.02,2111-2117,bK12TN1U,7.5612e-07
28.71,(2019 UX12),2458790.5,2019-11-03,0,-9.31,2,-9.30,2019 UX12,9.61133975394967,0.0061,2108-2121,bK19U12X,6.0638e-08
26.47,(2010 VW194),2455533.5,2010-12-03,0,-5.68,56,-5.09,2010 VW194,7.30734502863169,0.017,2042-2121,bK10VJ4W,6.4685481e-05
26.34,(2014 HN2),2456810.5,2014-06-02,0,-6.25,5,-6.24,2014 HN2,2.57064506157333,0.018,2095-2121,bK14H02N,8.459425e-06
26.60,(2014 WA366),2457038.5,2015-01-16,0,-6.83,6,-6.76,2014 WA366,2.34005557623863,0.016,2104-2121,bK14Wa6A,3.35755e-06
21.02,(2015 HR182),2457134.5,2015-04-22,0,-6.26,2,-6.18,2015 HR182,18.7213727222168,0.21,2072-2087,bK15HI2R,6.1134e-09
26.58,(2015 KE319),2457164.5,2015-05-22,0,-6.11,3,-5.98,2015 KE319,12.4749569127014,0.0161,2046-2092,bK15KV9E,3.4697e-06
27.89,(2022 UG6),2459875.5,2022-10-23,0,-6.18,12,-6.15,2022 UG6,14.4621285722034,0.009,2059-2119,bK22U06G,1.0951294e-05
26.90,(2022 UT16),2459907.5,2022-11-24,0,-5.88,4,-5.86,2022 UT16,7.9216471284377,0.014,2083-2120,bK22U16T,2.386262e-05
27.73,(2022 WF15),2459914.5,2022-12-01,0,-4.89,3,-4.88,2022 WF15,12.2169548022384,0.0096,2030-2042,bK22W15F,4.207996e-05
27.95,(2022 UU8),2459882.5,2022-10-30,0,-6.98,14,-6.79,2022 UU8,4.4387193265975,0.0087,2106-2121,bK22U08U,1.3026147e-05
28.09,(2022 UV10),2459898.5,2022-11-15,0,-7.80,5,-7.73,2022 UV10,9.08696537003096,0.0081,2101-2121,bK22U10V,1.345482e-06
24.49,(2022 WF1),2459928.5,2022-12-15,0,-5.54,8,-5.41,2022 WF1,11.9052453480691,0.043,2110-2122,bK22W01F,3.808956e-06
28.86,(2022 UV4),2459879.5,2022-10-27,0,-7.73,29,-7.26,2022 UV4,5.53638432566992,0.0057,2092-2121,bK22U04V,1.0013034e-05
30.13,(2022 UW15),2459881.5,2022-10-29,0,-7.10,14,-6.92,2022 UW15,7.4765901599538,0.0032,2057-2086,bK22U15W,3.5466866e-05
27.70,(2010 VQ),2459912.5,2022-11-29,0,-4.45,21,-4.41,2010 VQ,4.62749782026075,0.0098,2087-2122,bK10V00Q,0.0015845932
25.47,(2022 VQ),2459909.5,2022-11-26,0,-7.89,1,-7.89,2022 VQ,8.79,0.027,2122-2122,bK22V00Q,5.333e-08
28.15,(2022 WC11),2459912.5,2022-11-29,0,-9.09,3,-8.91,2022 WC11,7.95881960139716,0.00792,2110-2122,bK22W11C,9.734e-08
25.88,(2022 VQ1),2459907.5,2022-11-24,0,-6.23,5,-6.16,2022 VQ1,10.4448423254616,0.023,2111-2121,bK22V01Q,3.6250558e-06
29.93,(2022 WR4),2459909.5,2022-11-26,0,-7.05,22,-6.87,2022 WR4,8.20786858490266,0.0035,2101-2119,bK22W04R,6.7119305e-05
28.97,(2022 WO6),2459909.5,2022-11-26,0,-6.61,59,-6.06,2022 WO6,7.28774288534849,0.0054,2071-2122,bK22W06O,0.000132914697
26.40,(2022 WC),2459907.5,2022-11-24,0,-7.24,1,-7.24,2022 WC,28.18,0.018,2060-2060,bK22W00C,7.126e-08
26.38,(2022 WQ6),2459914.5,2022-12-01,0,-6.84,4,-6.64,2022 WQ6,13.0628171641791,0.018,2074-2120,bK22W06Q,1.29712e-06
29.14,(2022 YK3),2459937.5,2022-12-24,0,-8.62,2,-8.57,2022 YK3,12.6742887081901,0.005,2049-2049,bK22Y03K,1.1929e-07
27.63,(2023 ER1),2460021.5,2023-03-18,0,-8.16,9,-7.63,2023 ER1,15.5663353469303,0.01,2115-2121,bK23E01R,6.352645e-07
28.99,(2022 YM1),2459936.5,2022-12-23,0,-6.82,36,-6.25,2022 YM1,2.652923456444,0.0054,2091-2122,bK22Y01M,0.00013611087
28.67,(2022 XX),2459925.5,2022-12-12,0,-6.13,112,-5.70,2022 XX,6.37274745660923,0.00629,2082-2121,bK22X00X,0.000260516693
24.96,(2022 YP2),2459961.5,2023-01-17,0,-6.70,4,-6.57,2022 YP2,14.347765470488,0.034,2112-2114,bK22Y02P,3.85589e-07
28.70,(2022 YW6),2459938.5,2022-12-25,0,-5.30,15,-5.05,2022 YW6,29.3289725156089,0.0062,2046-2090,bK22Y06W,8.1943347e-05
28.39,(2024 WW2),2460637.5,2024-11-23,0,-8.59,2,-8.33,2024 WW2,9.61062396986108,0.0071,2113-2116,bK24W02W,4.247e-07
28.25,(2024 PJ3),2460532.5,2024-08-10,0,-7.38,4,-7.16,2024 PJ3,16.1408755669954,0.0076,2082-2097,bK24P03J,2.395522e-06
26.91,(2023 CC3),2459993.5,2023-02-18,0,-6.88,12,-6.61,2023 CC3,6.92265282401482,0.014,2043-2103,bK23C03C,1.7129425e-06
25.42,(2022 YY5),2459940.5,2022-12-27,0,-6.00,1,-6.00,2022 YY5,23.66,0.028,2070-2070,bK22Y05Y,6.788e-07
26.74,(2023 SO11),2460249.5,2023-11-01,0,-8.69,1,-8.69,2023 SO11,2.58,0.015,2123-2123,bK23S11O,4.843e-08
26.55,(2023 BQ2),2459975.5,2023-01-31,0,-8.34,1,-8.34,2023 BQ2,14.37,0.017,2057-2057,bK23B02Q,1.324e-08
27.23,(2013 FU13),2456420.5,2013-05-08,0,-5.96,24,-5.46,2013 FU13,5.72892204815842,0.012,2081-2122,bK13F13U,7.8319176e-05
27.31,(2018 FG1),2458196.5,2018-03-19,0,-8.10,11,-7.60,2018 FG1,9.96847954117776,0.012,2104-2118,bK18F01G,6.22812e-07
30.66,(2023 BU7),2459980.5,2023-02-05,0,-7.12,189,-6.64,2023 BU7,1.01060023207979,0.0025,2068-2123,bK23B07U,0.0002573812217
26.64,(2023 BZ),2459976.5,2023-02-01,0,-3.62,1,-3.62,2023 BZ,8.25,0.016,2026-2026,bK23B00Z,3.818e-05
29.07,(2023 BZ3),2459972.5,2023-01-28,0,-7.08,27,-6.63,2023 BZ3,6.56020056512603,0.0052,2078-2123,bK23B03Z,5.1067901e-05
28.81,(2023 FH7),2460033.5,2023-03-30,0,-5.71,8,-5.70,2023 FH7,8.31010140681654,0.0059,2073-2120,bK23F07H,0.000165564018
26.30,(2023 CY),2459991.5,2023-02-16,0,-8.30,1,-8.30,2023 CY,10.94,0.019,2118-2118,bK23C00Y,4.240e-08
24.52,(2017 VJ),2458095.5,2017-12-08,0,-5.87,31,-5.24,2017 VJ,11.5178897287787,0.042,2109-2121,bK17V00J,6.542922e-06
26.00,(2018 CA15),2458162.5,2018-02-13,0,-7.89,4,-7.62,2018 CA15,8.26050545612058,0.021,2063-2116,bK18C15A,1.297442e-07
26.11,(2022 YL8),2459936.5,2022-12-23,0,-6.55,1,-6.55,2022 YL8,18.02,0.02,2083-2083,bK22Y08L,7.277e-07
25.27,(2021 AL1),2459231.5,2021-01-17,0,-7.65,3,-7.49,2021 AL1,13.0428969471741,0.03,2105-2111,bK21A01L,6.64106e-08
27.12,(2021 ER4),2459291.5,2021-03-18,0,-7.47,1,-7.47,2021 ER4,12.81,0.013,2119-2119,bK21E04R,6.255e-07
27.33,(2022 UQ20),2459883.5,2022-10-31,0,-6.77,9,-6.63,2022 UQ20,8.4990216578812,0.012,2109-2122,bK22U20Q,7.5507063e-06
27.42,(2018 VC7),2458433.5,2018-11-11,0,-5.79,15,-5.54,2018 VC7,4.22036483595784,0.011,2049-2119,bK18V07C,5.82015e-05
28.12,(2019 BO),2458519.5,2019-02-05,0,-7.12,35,-6.50,2019 BO,7.2750810301376,0.0081,2055-2099,bK19B00O,1.40867279e-05
28.44,(2018 VT5),2458436.5,2018-11-14,0,-6.76,63,-6.22,2018 VT5,9.55026527377479,0.0069,2086-2120,bK18V05T,5.26727077e-05
26.85,(2021 RR14),2459527.5,2021-11-09,0,-5.82,15,-5.60,2021 RR14,3.0877424088276,0.014,2089-2119,bK21R14R,5.604602e-05
25.56,(2018 FX4),2458203.5,2018-03-26,0,-6.82,1,-6.82,2018 FX4,22.84,0.026,2120-2120,bK18F04X,2.639e-07
22.35,(2001 UD5),2452224.5,2001-11-11,0,-6.90,1,-6.90,2001 UD5,16.90,0.11,2083-2083,bK01U05D,5.606e-09
26.81,(2020 QJ5),2459085.5,2020-08-24,0,-6.94,10,-6.63,2020 QJ5,9.85431844384815,0.015,2053-2111,bK20Q05J,2.3711722e-06
25.30,(2016 AU193),2457394.5,2016-01-07,0,-7.03,1,-7.03,2016 AU193,21.78,0.03,2109-2109,bK16AJ3U,1.141e-07
27.44,(2020 TK3),2459139.5,2020-10-17,0,-7.42,8,-6.93,2020 TK3,11.2503582394056,0.011,2099-2121,bK20T03K,2.979153e-06
28.32,(2019 VA),2458789.5,2019-11-02,0,-8.01,2,-7.89,2019 VA,8.24230239810732,0.0074,2090-2112,bK19V00A,9.299e-07
25.20,(2019 RT3),2458805.5,2019-11-18,0,-6.22,15,-5.93,2019 RT3,7.61789132599752,0.031,2075-2125,bK19R03T,2.653919e-06
26.69,(2019 YE),2458840.5,2019-12-23,0,-9.90,1,-9.90,2019 YE,12.21,0.016,2112-2112,bK19Y00E,1.411e-09
26.07,(2012 XH),2456298.5,2013-01-06,0,-7.21,2,-7.05,2012 XH,6.22447125446264,0.021,2112-2121,bK12X00H,8.123e-07
26.27,(2018 LR3),2458294.5,2018-06-25,0,-6.03,21,-5.85,2018 LR3,4.16965741680083,0.019,2077-2122,bK18L03R,1.5960736e-05
29.58,(2006 BF56),2453764.5,2006-01-29,0,-7.18,24,-6.66,2006 BF56,26.1539985473373,0.0041,2092-2120,bK06B56F,2.357051e-05
26.97,(2012 HG2),2456076.5,2012-05-29,0,-4.27,689,-3.84,2012 HG2,3.32125218290173,0.014,2052-2122,bK12H02G,0.001985447826
28.42,(2017 SF20),2458042.5,2017-10-16,0,-4.42,4,-4.42,2017 SF20,10.439999975485,0.007,2034-2061,bK17S20F,0.0003350604395
29.09,(2021 GC13),2459328.5,2021-04-24,0,-8.10,6,-8.02,2021 GC13,6.74811668983048,0.00519,2117-2122,bK21G13C,2.330503e-06
26.57,(2021 LC3),2459374.5,2021-06-09,0,-7.92,2,-7.92,2021 LC3,10.27984796791,0.016,2065-2089,bK21L03C,6.27236e-08
25.31,(2021 PM1),2459435.5,2021-08-09,0,-6.86,1,-6.86,2021 PM1,9.84,0.029,2056-2056,bK21P01M,1.404e-07
26.49,(2016 KO),2457544.5,2016-06-05,0,-7.33,9,-6.99,2016 KO,7.18805952847218,0.017,2104-2122,bK16K00O,1.396609e-06
25.85,(2007 DS7),2454156.5,2007-02-25,0,-5.36,26,-5.15,2007 DS7,12.3858960955086,0.023,2048-2118,bK07D07S,2.10201154e-05
27.00,(2011 DS),2455630.5,2011-03-10,0,-6.09,42,-5.78,2011 DS,6.53840015998875,0.013,2065-2122,bK11D00S,2.7609442e-05
27.04,(2017 TW5),2458043.5,2017-10-17,0,-6.27,16,-6.17,2017 TW5,15.2653961624244,0.013,2064-2121,bK17T05W,5.458342e-06
25.12,(2021 EO),2459289.5,2021-03-16,0,-6.52,10,-5.97,2021 EO,7.44680560322492,0.032,2089-2122,bK21E00O,2.97186e-06
26.99,(2021 ER),2459312.5,2021-04-08,0,-6.04,29,-5.52,2021 ER,4.29872402748115,0.014,2072-2122,bK21E00R,7.14565609e-05
26.42,(2014 XE32),2457015.5,2014-12-24,0,-9.48,1,-9.48,2014 XE32,13.53,0.018,2083-2083,bK14X32E,1.668e-09
27.36,(2019 WH4),2458819.5,2019-12-02,0,-8.37,1,-8.37,2019 WH4,8.78,0.011,2113-2113,bK19W04H,1.281e-07
24.55,(2019 WU2),2458823.5,2019-12-06,0,-4.98,18,-4.86,2019 WU2,11.5288820470359,0.042,2080-2106,bK19W02U,1.183565e-05
28.37,(2024 CM5),2460360.5,2024-02-20,0,-8.09,4,-7.95,2024 CM5,10.378510507778,0.0072,2061-2106,bK24C05M,3.91234e-07
27.37,(2020 SY4),2459120.5,2020-09-28,0,-6.88,5,-6.84,2020 SY4,15.9309970822678,0.011,2069-2112,bK20S04Y,2.1023862e-06
28.22,(2008 KT),2454619.5,2008-06-02,0,-7.44,26,-6.87,2008 KT,2.98095404833983,0.0077,2091-2121,bK08K00T,1.467651e-05
28.46,(2021 AH),2459217.5,2021-01-03,0,-6.52,12,-6.46,2021 AH,21.4508836221547,0.0069,2043-2108,bK21A00H,3.67759e-06
27.22,(2019 SC),2458746.5,2019-09-20,0,-5.93,1,-5.93,2019 SC,14.26,0.012,2051-2051,bK19S00C,6.083e-06
25.27,(2020 LV),2459023.5,2020-06-23,0,-5.89,6,-5.83,2020 LV,4.48542880494961,0.03,2109-2122,bK20L00V,5.51801e-06
27.98,(2022 WE7),2459910.5,2022-11-27,0,-8.22,12,-7.60,2022 WE7,16.7395625037524,0.0086,2080-2122,bK22W07E,7.82841e-07
27.52,(2013 TP4),2456577.5,2013-10-12,0,-3.60,1,-3.60,2013 TP4,25.30,0.011,2026-2026,bK13T04P,3.526e-05
29.26,(2016 XL23),2457724.5,2016-12-02,0,-6.37,3,-6.37,2016 XL23,9.94939623953604,0.0048,2080-2098,bK16X23L,6.09712e-05
26.11,(2017 AA21),2457757.5,2017-01-04,0,-7.78,11,-7.31,2017 AA21,6.9051636340361,0.02,2042-2119,bK17A21A,2.202873e-07
26.89,(2017 DP109),2457814.5,2017-03-02,0,-6.92,7,-6.60,2017 DP109,12.407535191965,0.014,2057-2122,bK17DA9P,2.984346e-06
27.63,(2011 SE58),2455831.5,2011-09-27,0,-7.28,3,-7.13,2011 SE58,15.6886682037024,0.01,2042-2055,bK11S58E,5.8988e-07
28.73,(2020 PW2),2459079.5,2020-08-18,0,-9.06,10,-8.55,2020 PW2,10.6091076851382,0.0061,2073-2100,bK20P02W,2.480593e-07
28.49,(2021 TN14),2459503.5,2021-10-16,0,-8.38,8,-8.17,2021 TN14,10.7200517614454,0.0068,2099-2121,bK21T14N,6.68258e-07
21.61,(2022 UN),2459906.5,2022-11-23,0,-5.47,2,-5.41,2022 UN,20.7213537637608,0.16,2123-2123,bK22U00N,1.0083e-07
26.73,(2018 JL1),2458254.5,2018-05-16,0,-6.69,6,-6.49,2018 JL1,6.16583641866806,0.015,2112-2122,bK18J01L,5.83135e-06
29.26,(2020 CK2),2458913.5,2020-03-05,0,-7.74,114,-6.82,2020 CK2,5.18527990660517,0.0048,2062-2122,bK20C02K,3.6866279e-05
27.83,(2023 ES1),2460022.5,2023-03-19,0,-5.76,9,-5.68,2023 ES1,7.78921827928444,0.0092,2047-2122,bK23E01S,4.109767e-05
32.51,(2020 CW),2458880.5,2020-02-01,0,-8.79,3,-8.69,2020 CW,20.0841087911103,0.0011,2046-2057,bK20C00W,2.2318e-06
27.91,(2020 RE4),2459107.5,2020-09-15,0,-8.73,21,-8.05,2020 RE4,17.8074095210473,0.00888,2090-2122,bK20R04E,2.751441e-07
28.71,(2022 YR4),2459939.5,2022-12-26,0,-7.28,30,-6.77,2022 YR4,7.55497598121282,0.0061,2068-2121,bK22Y04R,1.8305254e-05
27.50,(2022 RB2),2459844.5,2022-09-22,0,-8.54,1,-8.54,2022 RB2,12.89,0.011,2068-2068,bK22R02B,3.709e-08
26.21,(2020 DF2),2458908.5,2020-02-29,0,-9.91,1,-9.91,2020 DF2,15.11,0.019,2117-2117,bK20D02F,6.867e-10
26.06,(2020 MP1),2459025.5,2020-06-25,0,-6.45,2,-6.36,2020 MP1,7.82810577370274,0.021,2105-2105,bK20M01P,3.0102e-06
28.34,(2021 RS5),2459494.5,2021-10-07,0,-7.75,27,-7.27,2021 RS5,7.67004222434003,0.0073,2065-2121,bK21R05S,4.76384e-06
28.32,(2017 SA21),2458027.5,2017-10-01,0,-8.69,3,-8.60,2017 SA21,10.0414867087209,0.0073,2056-2081,bK17S21A,8.1482e-08
28.03,(2017 SU17),2458027.5,2017-10-01,0,-6.76,59,-6.24,2017 SU17,8.31754169470337,0.0084,2055-2119,bK17S17U,2.99515142e-05
25.40,(2018 EB4),2458193.5,2018-03-16,0,-6.31,2,-6.30,2018 EB4,13.0919910986179,0.028,2099-2103,bK18E04B,1.06725e-06
24.26,(2019 CZ1),2458526.5,2019-02-12,0,-7.26,1,-7.26,2019 CZ1,22.01,0.048,2115-2115,bK19C01Z,2.257e-08
29.73,(2019 VC37),2458791.5,2019-11-04,0,-7.69,38,-7.23,2019 VC37,5.67123712426769,0.0038,2082-2121,bK19V37C,2.673712e-05
28.76,(2008 TS10),2454761.5,2008-10-22,0,-7.33,84,-6.42,2008 TS10,3.17559878654139,0.006,2068-2122,bK08T10S,5.92437514e-05
26.66,(2020 CO2),2458898.5,2020-02-19,0,-5.38,39,-5.16,2020 CO2,15.775917879738,0.016,2048-2118,bK20C02O,3.6065618e-05
25.78,(2020 HV5),2458966.5,2020-04-27,0,-7.26,1,-7.26,2020 HV5,10.19,0.024,2091-2091,bK20H05V,1.949e-07
26.67,(2002 UV36),2452592.5,2002-11-14,0,-6.18,1,-6.18,2002 UV36,8.06,0.016,2087-2087,bK02U36V,6.805e-06
25.21,(2007 KE4),2454246.5,2007-05-26,0,-3.89,3,-3.88,2007 KE4,10.0649726184305,0.031,2029-2096,bK07K04E,1.961721e-05
25.44,(2007 VE8),2454420.5,2007-11-16,0,-4.85,1,-4.85,2007 VE8,9.05,0.028,2062-2062,bK07V08E,2.101e-05
23.81,(2008 EX5),2454562.5,2008-04-06,0,-4.04,28,-3.77,2008 EX5,9.91972872057874,0.059,2056-2093,bK08E05X,5.32149764e-05
27.57,(2016 NL39),2457610.5,2016-08-10,0,-5.89,323,-5.10,2016 NL39,3.93757816992536,0.01,2055-2122,bK16N39L,0.0002845893852
27.54,(2015 VN64),2457339.5,2015-11-13,0,-7.52,5,-7.27,2015 VN64,15.8584015828801,0.01,2086-2088,bK15V64N,8.63742e-07
26.43,(2015 SG),2457310.5,2015-10-15,0,-6.16,2,-6.16,2015 SG,7.8993451443845,0.018,2104-2105,bK15S00G,7.14585e-06
28.31,(2015 VP64),2457335.5,2015-11-09,0,-6.91,5,-6.90,2015 VP64,20.9595667216915,0.0074,2069-2108,bK15V64P,3.371205e-06
27.39,(2016 DK1),2457463.5,2016-03-16,0,-5.03,121,-4.63,2016 DK1,6.87319178095257,0.011,2043-2122,bK16D01K,0.0003031205723
27.41,(2016 EP84),2457533.5,2016-05-25,0,-6.24,19,-6.08,2016 EP84,2.32992161775331,0.011,2084-2122,bK16E84P,2.928852e-05
27.77,(2016 GK2),2457497.5,2016-04-19,0,-6.14,19,-5.87,2016 GK2,9.12018258028906,0.0094,2092-2122,bK16G02K,4.90284852e-05
24.23,(2007 EH26),2454175.5,2007-03-16,0,-6.50,6,-6.25,2007 EH26,20.0146931875924,0.048,2097-2118,bK07E26H,2.463916e-07
28.94,(2016 NK22),2457580.5,2016-07-11,0,-5.83,177,-5.61,2016 NK22,6.87770180441739,0.0055,2084-2122,bK16N22K,0.0004705480248
26.13,(2017 FC1),2457844.5,2017-04-01,0,-7.20,1,-7.20,2017 FC1,8.28,0.02,2064-2064,bK17F01C,2.251e-07
25.22,(2008 OO8),2454702.5,2008-08-24,0,-7.79,1,-7.79,2008 OO8,8.31,0.031,2109-2109,bK08O08O,4.480e-08
26.94,(2022 DO3),2459643.5,2022-03-05,0,-6.62,11,-6.07,2022 DO3,14.8520642772429,0.014,2060-2116,bK22D03O,8.670347e-06
26.14,(2022 KM6),2459735.5,2022-06-05,0,-6.25,11,-6.03,2022 KM6,20.4477679804762,0.02,2065-2115,bK22K06M,1.5931711e-06
26.50,(2011 EL40),2455634.5,2011-03-14,0,-7.18,6,-7.00,2011 EL40,17.6771769143499,0.017,2073-2120,bK11E40L,5.754016e-07
28.91,(2011 FA23),2455651.5,2011-03-31,0,-7.29,18,-7.11,2011 FA23,14.4505421320797,0.0056,2031-2120,bK11F23A,4.466015e-06
27.99,(2011 EM40),2455634.5,2011-03-14,0,-7.86,57,-7.24,2011 EM40,10.6851970619332,0.00855,2049-2122,bK11E40M,1.9364978e-06
27.66,(2011 FQ16),2455649.5,2011-03-29,0,-8.02,4,-7.82,2011 FQ16,7.95452469463622,0.0099,2105-2114,bK11F16Q,6.5905e-07
26.77,(2020 XF),2459218.5,2021-01-04,0,-5.18,528,-4.55,2020 XF,3.27370707360213,0.015,2056-2122,bK20X00F,0.0003923425872
28.36,(2021 GN10),2459319.5,2021-04-15,0,-7.05,12,-6.97,2021 GN10,12.0506455782989,0.0072,2075-2122,bK21G10N,7.6443849e-06
27.79,(2021 CN5),2459258.5,2021-02-13,0,-6.31,52,-6.02,2021 CN5,16.0380162875335,0.0094,2109-2122,bK21C05N,2.81277211e-05
29.23,(2020 RJ2),2459109.5,2020-09-17,0,-6.43,47,-6.03,2020 RJ2,3.55190275525924,0.0048,2067-2122,bK20R02J,0.00026933364
23.79,(1999 RZ31),2451442.5,1999-09-21,0,-5.17,1,-5.17,1999 RZ31,8.20,0.059,2056-2056,bJ99R31Z,1.438e-06
25.75,(2004 BN41),2453034.5,2004-01-30,0,-6.66,9,-6.31,2004 BN41,7.78310261747329,0.024,2086-2122,bK04B41N,2.354599e-06
28.10,(2019 NF7),2458674.5,2019-07-10,0,-6.62,1,-6.62,2019 NF7,9.27,0.0081,2080-2080,bK19N07F,9.813e-06
28.33,(2021 JZ5),2459354.5,2021-05-20,0,-6.90,37,-6.60,2021 JZ5,16.0828801218082,0.0073,2075-2096,bK21J05Z,9.475877e-06
27.50,(2016 CE31),2457431.5,2016-02-13,0,-7.51,9,-7.12,2016 CE31,7.47023911401963,0.011,2118-2120,bK16C31E,3.09894e-06
26.61,(2014 KS76),2457277.5,2015-09-12,0,-7.31,1,-7.31,2014 KS76,7.06,0.016,2119-2119,bK14K76S,7.738e-07
26.57,(2020 TD5),2459140.5,2020-10-18,0,-7.65,2,-7.64,2020 TD5,9.11987018633118,0.016,2118-2118,bK20T05D,2.94422e-07
25.14,(2017 YM1),2458123.5,2018-01-05,0,-4.92,20,-4.72,2017 YM1,11.0766652880314,0.032,2049-2110,bK17Y01M,3.063416e-05
27.43,(2013 NJ4),2456479.5,2013-07-06,0,-8.74,2,-8.56,2013 NJ4,5.60665579710145,0.011,2114-2114,bK13N04J,1.104e-07
26.42,(2015 TL21),2457314.5,2015-10-19,0,-6.51,9,-6.06,2015 TL21,15.2434015417515,0.018,2061-2103,bK15T21L,3.476306e-06
28.98,(2015 VO142),2457348.5,2015-11-22,0,-7.72,22,-7.29,2015 VO142,2.81998653542918,0.0054,2078-2122,bK15VE2O,9.645313e-06
26.30,(2015 UR67),2457346.5,2015-11-20,0,-6.14,3,-6.14,2015 UR67,11.6298118318561,0.019,2091-2103,bK15U67R,4.164148e-06
25.65,(2015 CL13),2457068.5,2015-02-15,0,-6.87,6,-6.52,2015 CL13,13.6987754684784,0.025,2090-2106,bK15C13L,7.48327e-07
26.45,(2015 VK1),2457335.5,2015-11-09,0,-7.08,10,-6.82,2015 VK1,14.7245124789466,0.017,2095-2118,bK15V01K,1.0138516e-06
25.55,(2015 XA378),2457374.5,2015-12-18,0,-4.80,40,-4.55,2015 XA378,17.8964667200136,0.026,2092-2121,bK15Xb8A,5.7117902e-05
25.21,(2015 XO129),2457367.5,2015-12-11,0,-7.94,3,-7.76,2015 XO129,12.6730088681545,0.031,2080-2095,bK15XC9O,2.3793e-08
24.45,(2016 AB166),2457427.5,2016-02-09,0,-4.63,4,-4.61,2016 AB166,21.5906257095778,0.044,2102-2108,bK16AG6B,1.077225e-05
27.55,(2010 TW54),2455485.5,2010-10-16,0,-6.12,16,-5.76,2010 TW54,7.76209523793638,0.01,2088-2122,bK10T54W,6.594578e-05
28.12,(2017 FW90),2457869.5,2017-04-26,0,-6.38,7,-6.09,2017 FW90,4.15911743843308,0.008,2101-2119,bK17F90W,7.891982e-05
25.46,(2019 BV2),2458511.5,2019-01-28,0,-8.35,3,-8.22,2019 BV2,15.2240419842225,0.027,2111-2120,bK19B02V,1.4958e-08
25.45,(2019 CJ4),2458551.5,2019-03-09,0,-6.59,21,-6.12,2019 CJ4,10.9380464963325,0.028,2075-2121,bK19C04J,2.3208024e-06
26.64,(2019 LA2),2458660.5,2019-06-26,0,-7.51,3,-7.37,2019 LA2,14.4617268144355,0.016,2105-2115,bK19L02A,3.7491e-07
